review,translated_review,clean_text,sentiment
"Crew nya best, ramah banget dan asik. Tempat bersih, cozy, harga affordable. Es Kopi Susu Strawberry ini rekomendasiku. Rasanya unik karena pakai susu strawberry, dan ada taste pahitnya dari vanilla essence.","Crewnya terbaik, ramah banget dan asik. Tempat bersih, nyaman, harga terjangkau. Es Kopi Susu Strawberry ini rekomendasiku. Rasanya unik karena memakai susu strawberry, dan ada rasa pahitnya dari esens vanilla.",crewnya baik ramah banget asik bersih nyaman harga jangkau es kopi susu strawberry rekomendasi unik pakai susu strawberry pahit esens vanilla,Positive
"Tempat oke, minuman masih biasa","Tempat oke, minuman masih biasa",oke minum,Positive
"Tempatnya cozy, outdoor/indoor juga ada bahkan rooftop juga bisa, menu yg disajikan ada banyak gak cuma kopi, dari aroma dan rasa bener2 sesuai ekpektasi saya mantap pisan euy pokonamah 👍👍👍 ayo gaes yg lewat sini bisa mampir buat ngopi dulu dijamin gabakal nyesel, saya sudah coba, anda kapan???","Tempatnya nyaman, outdoor/indoor juga ada bahkan rooftop juga bisa, menu yang disajikan ada banyak gak hanya kopi, dari aroma dan rasa benar2 sesuai ekpektasi saya mantap pisan euy pokonamah 👍👍👍 ayo gaes yg lewat sini bisa mampir buat ngopi dulu dijamin gabakal nyesel, saya sudah coba, anda kapan???",tempat nyaman outdoor indoor rooftop menu saji kopi aroma sesuai ekpektasi mantap pis euy pokonamah ayo gaes mampir ngopi jamin sesal coba,Positive
"affordable, bagus","terjangkau, bagus",jangkau bagus,Positive
"Tempatnya kece, parkir aman, makanan sama minumannya juga enak!","Tempatnya kece, parkir aman, makanan sama minumannya juga enak!",tempat kece parkir aman makan minum enak,Positive
The service 🔥🔥,Pelayanannya 🔥🔥,layan,Positive
a good place to have a good coffee...a nice spot for small talks with friends or associates.,tempat yang bagus untuk menikmati kopi yang enak...tempat yang asyik untuk ngobrol santai dengan teman atau rekan.,bagus nikmat kopi enak asyik obrol santai teman rekan,Positive
"Tempatnya enak, minuman non coffenya juga enak, croisantnya juga enak, mbak kasirnya cakep. Eh ini masih soal tempatnya kan ya :)))","Tempatnya enak, minuman non coffenya juga enak, croisantnya juga enak, mbak kasirnya cakep. Eh ini masih soal tempatnya kan ya :)))",tempat enak minum non coffenya enak croisantnya enak mbak kasir cakep eh tempat ya,Positive
Tempat kongkow dan pertemuan para ikin bandung... Nyaman 👍,Tempat kongkow dan pertemuan para ikin bandung... Nyaman 👍,kongkow temu ikin bandung nyaman,Positive
"Asik banget ambience nya... buat nongkrong bareng temen-temen, buat ngabuburit, di dalemnya AC nya dingin cocok juga sih buat WORK FROM CAFE. Kopi dan cemilannya enak. Yang mau #OOTD juga oke banget disini","Asik banget ambience nya... buat nongkrong bareng temen-temen, buat ngabuburit, di dalemnya AC nya dingin cocok juga sih buat WORK FROM CAFE. Kopi dan cemilannya enak. Yang mau #OOTD juga oke banget disini",asik banget ambience nya nongkrong bareng teman teman ngabuburit dalem ac nya dingin cocok sih work from cafe kopi cemilannya enak ootd oke banget,Positive
Sesuka itu sama de.u coffee kakak kakaknya ramah dan baik baik bgt Buat yang belum pernah kesini ayoo cefffaaaaaaat ngopiii disini Comfort bgt asliii Tempat ngopiii terbaik sebandungeun I love you kak ❤️❤️❤️,Sesuka itu sama de.u kopi kakak kakaknya ramah dan baik baik bgt Buat yang belum pernah kesini ayoo cefffaaaaaaat ngopiii disini Comfort bgt asliii Tempat ngopiii terbaik sebandungeun I love you kak ❤️❤️❤️,suka deh lu kopi kakak kakak ramah banget kesini ayo cefffaaaaaaat ngopiii comfort banget asli ngopiii baik sebandungeun i love you kak,Positive
"Lychee tea enak, tapi gelasnya kecil. Rooftopnya tanpa ada atap lagi. Kalau siang, auto kepanasan. Kalau hujan, auto kebasahan.","Teh leci enak, tapi gelasnya kecil. Rooftopnya tanpa ada atap lagi. Kalau siang, kepanasan otomatis. Kalau hujan, auto kebasahan.",teh leci enak gelas rooftopnya atap siang panas otomatis hujan auto basah,Positive
"Suasananya enak bgt buat nyore. Buat harga lumayan pricey yaa di kantong mahasiswa. Utk segelas ice cappucino 28k. Pokonya aku total jajan disini habis 78k utk menu cappucino, ice lychee tea, sama cireng gt.","Suasananya enak bgt buat nyore. Buat harga lumayan pricey yaa di kantong pelajar. Utk segelas es cappucino 28k. Pokonya aku total jajan disini habis 78k utk menu cappucino, ice lychee tea, sama cireng gt.",suasana enak banget nyore harga lumayan pricey ya kantong ajar gelas es cappucino pokok total jajan habis menu cappucino ice lychee tea cireng,Positive
"Good atmosphere but very very LOUD music. Dunno why tho, it's a coffee shop not a club. Let alone working here, you cannot even have a chit-chat with your friend.","Suasananya bagus, tetapi musiknya sangat KENCANG. Entah mengapa, ini kedai kopi, bukan klub. Jangankan bekerja di sini, Anda bahkan tidak bisa mengobrol dengan teman Anda.",suasana bagus musik kencang kedai kopi klub obrol teman,Positive
Tempat bersih dan nyaman,Tempat bersih dan nyaman,bersih nyaman,Positive
Tempatnya enak buat ngumpul bareng,Tempatnya enak buat ngumpul bareng,tempat enak ngumpul bareng,Positive
Titik maps dan navigasi mantap,Titik peta dan navigasi mantap,titik peta navigasi mantap,Positive
Enak kopinya dan coklatnya,Enak kopinya dan coklatnya,enak kopi coklat,Positive
"Untuk nongkrong oke, boleh dicoba tea blend nya","Untuk nongkrong oke, boleh dicoba tea blend nya",nongkrong oke coba tea blend nya,Neutral
"Nice small place to coffee. With limited space at cashier area I can't spent much time with my friends. I ordered cappucino with no sugar, unfortunately it's not too hot. I recommend you to visit this place at night","Tempat kecil yang bagus untuk minum kopi. Dengan ruang kasir yang terbatas, saya tidak bisa menghabiskan banyak waktu dengan teman-teman saya. Saya memesan cappuccino tanpa gula, sayangnya tidak terlalu panas. Saya sarankan Anda untuk mengunjungi tempat ini pada malam hari.",bagus minum kopi ruang kasir batas habis teman teman mes cappuccino gula sayang panas saran unjung malam,Positive
Cozy,Nyaman,nyaman,Positive
"A decent, lovely place to hangout",Tempat nongkrong yang bagus dan asri,nongkrong bagus asri,Positive
"Tempatnya kecil, kopinya ok","Tempatnya kecil, kopinya lumayan",tempat kopi lumayan,Positive
"Cozy and upscale place, surprisingly the price quite affordable","Tempat yang nyaman dan mewah, harganya juga cukup terjangkau",nyaman mewah harga jangkau,Positive
Mantap,Mantap,mantap,Positive
Nyaman tempat nyaa,Nyaman tempatnya,nyaman tempat,Positive
Pelayan ramah dan suasana oke,Pelayannya ramah dan suasananya oke,layan ramah suasana oke,Positive
Nice place,Tempat yang bagus,bagus,Positive
Nice place,Tempat yang bagus,bagus,Positive
"One of the best coffee shops in Bandung! The coffee offered taste great and the staffs are friendly. I accidentally spilled my coffee, and they replaced it with a new one. The seating area are mostly outdoor and can get warm at times, but it is very photogenic and cozy when not too crowded. Must visit!","Salah satu kedai kopi terbaik di Bandung! Kopi yang ditawarkan rasanya enak dan stafnya ramah. Saya tidak sengaja menumpahkan kopi saya, dan mereka menggantinya dengan yang baru. Area tempat duduknya sebagian besar berada di luar ruangan dan terkadang bisa menjadi hangat, tetapi sangat fotogenik dan nyaman saat tidak terlalu ramai. Wajib dikunjungi!",salah kedai kopi baik bandung kopi tawar enak staf ramah sengaja tumpah kopi ganti area duduk ruang terkadang hangat fotogenik nyaman ramai wajib kunjung,Positive
"Salah satu tempat ngopi favorit di bandung. Tiap ke bandung harus absen ke sini. Suka sama menu clocks dan kopi susu aren nya karena tidak terlalu manis. Pelayanan barista dan waiternya juga memuaskan meski kadang-kadang tidak pakai masker dengan benar, semoga ke depan ya bisa lebih baik lagi :)","Salah satu tempat ngopi favorit di bandung. Tiap ke bandung harus absen ke sini. Suka sama menu jam dan kopi susu aren nya karena tidak terlalu manis. Pelayanan barista dan pelayannya juga memuaskan meski kadang-kadang tidak memakai masker dengan benar, semoga ke depan ya bisa lebih baik lagi :)",salah ngopi favorit bandung bandung absen suka menu jam kopi susu aren nya manis layan barista layan muas kadang kadang pakai masker moga ya,Positive
Mantap,Mantap,mantap,Positive
A tiny cute coffee shop with fascinating staffs & good coffee,Kedai kopi mungil nan lucu dengan staf yang menarik dan kopi yang enak,kedai kopi mungil nan lucu staf tarik kopi enak,Positive
Cozy,Nyaman,nyaman,Positive
"Tengah kota, bersih, adem","Tengah kota, bersih, adem",kota bersih adem,Positive
Rasa dan tempat tidak sesuai ekspektasi,Rasa dan tempat tidak sesuai ekspektasi,sesuai ekspektasi,Positive
Pokoknya mantap buat ngopi,Pokoknya mantap buat ngopi,pokok mantap ngopi,Positive
"Nyaman, sejuk","Nyaman, sejuk",nyaman sejuk,Positive
"Sesuai namanya, De.U, berlokasi di Jl Dipati Ukur, Bandung. Tempatnya cukup unik, dengan mayoritas tempat duduk outdoor. Sepertinya hanya menyediakan minuman dan makanan kecil saja. Kopi nya enak, makanan kecil nya juga disajikan fresh dan enak. Cocok untuk berkumpul bersama teman sebagai selingan di antara waktu makan","Sesuai namanya, De.U, berlokasi di Jl Dipati Ukur, Bandung. Tempatnya cukup unik, dengan sebagian besar tempat duduk di luar ruangan. sepertinya hanya menyediakan minuman dan makanan kecil saja. Kopinya enak, makanan kecilnya juga disajikan segar dan enak. Cocok untuk berkumpul bersama teman sebagai selingan di sela-sela waktu makan",sesuai nama deh lu lokasi jl pati ukur bandung tempat unik duduk ruang sedia minum makan kopi enak makan kecil saji segar enak cocok kumpul teman seling makan,Positive
"Tempatnya cozy, dan outdoor. Minusnya kalau hujan saja.","Tempatnya nyaman, dan outdoor. Minusnya kalau hujan saja.",tempat nyaman outdoor minus hujan,Positive
"Enak enak makannnya, tempatmya juga asik bngt dah, cuman sayang kalo hujan harus ngungsii 😭","Enak enak makannnya, tempatmya juga asik bngt dah, cum sayangan kalo hujan harus ngungsii 😭",enak enak makannnya tempatmya asik banget deh cum sayang kalo hujan ngungsii,Positive
"Ambience was preety nice and comfort for hang out with your friends even your ex xixixixi... But please my suggestion, don't order their signature kopi susu deU think to much milk rather than cofee. If you're coffeeholic bet you can't stand of it. Prefer using motorcycle than car, cause they dont have spacious parking lot And... Please come here during sunny season, cause you can enjoy outdoor ambience with no soaking wet, hahaha....","Suasananya cukup bagus dan nyaman untuk nongkrong bersama teman-teman bahkan mantan xixixixi... Tapi saran saya, jangan pesan kopi susu khas mereka karena menurut saya susunya terlalu banyak daripada kopi. Kalau Anda pecinta kopi, saya yakin Anda tidak akan tahan. Lebih baik naik motor daripada mobil, karena tempat parkirnya tidak luas. Dan... Datanglah ke sini saat musim panas, karena Anda bisa menikmati suasana luar ruangan tanpa basah kuyup, hahaha....",suasana bagus nyaman nongkrong teman teman mantan xixixixi saran pesan kopi susu khas susu kopi cinta kopi tahan motor mobil parkir luas datang musim panas nikmat suasana ruang basah kuyup hahaha,Positive
"Kalau photo produk disini bisa, tapi waktunya pagi aja ampe jam 11. Harganya minimal order 350k.","Kalau foto produk disini bisa, tapi waktunya pagi aja ampe jam 11. Harganya minimal order 350k.",foto produk pagi jam harga minimal order,Neutral
"Croissant, es kopi susu dan v60 nya enak banget. Tempatnya kecil, tapi cozy. Suka banget vibe nya","Croissant, es kopi susu dan v60 nya enak banget. Tempatnya kecil, tapi nyaman. Suka banget getarannya",croissant es kopi susu v nya enak banget tempat nyaman suka banget getar,Positive
Enak tempatnya buat nongkrong.,Enak tempatnya buat nongkrong.,enak tempat nongkrong,Positive
Lovely coffee shop..,Kedai kopi yang indah..,kedai kopi indah,Positive
"Konsep nya unik ala2 Bali, makanan dan minuman nya juga enak sih, jadi gak jual view doang, kurangnya kalau di rooftop panas aja kalau pas terik hehhe","Konsep nya unik ala2 Bali, makanan dan minuman nya juga enak sih, jadi gak jual view doang, kekurangan kalau di rooftop panas aja kalau pas terik hehhe",konsep nya unik ala bal makan minum nya enak sih jual view doang kurang rooftop panas pas terik hehhe,Positive
"The Coffee is good, the ambiance is nice... Not recommended for 11 AM to 2 PM, so hawt! Nice food and strategic","Kopinya enak, suasananya bagus... Tidak direkomendasikan untuk jam 11 pagi sampai jam 2 siang, sangat panas! Makanannya enak dan strategis",kopi enak suasana bagus rekomendasi jam pagi jam siang panas makan enak strategis,Positive
"Minuman variatif. Harga cukup affordable. Tempat nyaman. Buat lokasi foto juga ok cm minimum payment 350rb jd udh bayar tempat dan dapat makan minum. Parkir mobil ada tapi terbatas. Barista dan tim okeys banget ramag dan sangat flexible. Banyak tanaman juga yg adalah nasa plant yg absorb udara buruk jadi lebih seger udaranya. Ada kawasan luar dan dalam juga rooftop, jadi diluar yg smoking area. Ygdalem yg non smoking area. Pembayaran bisa cashless ada ovo dan transfer bca..","Minuman variatif. Harga cukup terjangkau. Tempat yang nyaman. Buat lokasi foto juga ok cm pembayaran minimum 350rb jd udh bayar tempat dan dapat makan minum. Parkir mobil ada tapi terbatas. Barista dan tim okeys banget ramg dan sangat fleksibel. Banyak juga tanaman yg merupakan tanaman nasa yg menyerap udara buruk jadi lebih seger udaranya. Ada kawasan luar dan dalam juga rooftop, jadi diluar yg area merokok. Ygdalem yg area bebas rokok. Pembayaran bisa cashless ada ovo dan transfer bca..",minum variatif harga jangkau nyaman lokasi foto ok bayar minimum ribu bayar makan minum parkir mobil batas barista tim okeys banget ramg fleksibel tanam tanam nasa serap udara buruk segar udara kawasan rooftop luar area rokok ygdalem area bebas rokok bayar cashless ovo transfer baca,Positive
nice place,Tempat yang bagus,bagus,Positive
Fix. Ga ada tandingan nya kalo mau nyantai disini. Very very very recommended... Ga percaya? Sok langsung ka tkp na,Memperbaiki. Ga ada tandingannya kalo mau nyantai disini. Sangat sangat sangat direkomendasikan... Ga percaya? Sok langsung ka tkp na,baik tanding kalo nyantai rekomendasi percaya sok langsung kak tkp nya,Positive
ok,Oke,oke,Positive
Tempat nya nyaman untuk nongkrong.. Minuman kopi nya ringan..,Tempatnya nyaman untuk nongkrong.. Minuman kopinya ringan..,tempat nyaman nongkrong minum kopi ringan,Positive
"cozy banget gays apalagi kalo gak ujan, btw kentang goreng nya enakk.","nyaman banget gays apalagi kalo gak ujan, btw kentang gorengnya enakk.",nyaman banget gays kalo ujan btw kentang goreng enakk,Positive
"Nice place to hangout..quite pricey but the taste so good, both coffee and the snacks","Tempat nongkrong yang asyik..harganya cukup mahal tapi rasanya enak, baik kopinya maupun cemilannya",nongkrong asyik harga mahal enak kopi cemilannya,Negative
"Rasa kopi mantap, suasana oke, sayangnya ga cocok untuk musim hujan karena lokasi outdoor, lokasi indoor sempit.. jadi lebih cocok take away terutama di masa pandemi, kalo cerah sih karena outdoor relatif aman karena sesuai protokol kesehatan.","Rasa kopi mantap, suasana oke, sayangnya ga cocok untuk musim hujan karena lokasi outdoor, lokasi indoor sempit.. jadi lebih cocok take away terutama di masa pandemi, kalo cerah sih karena outdoor relatif aman karena sesuai protokol kesehatan.",kopi mantap suasana oke sayang cocok musim hujan lokasi outdoor lokasi indoor sempit cocok take away pandemi kalo cerah sih outdoor relatif aman sesuai protokol sehat,Positive
